,index,sub_num,block_num,trial_num,task_num,old_num,word,grey,change_time,resp,resp_bin,RT,on_time,trial_time,word_time,cue_duration
8,8,15,1,9,1,1,matchstick,None,None,2,2,1.208422389,64.02844427,64.03393076,67.03393076,3
9,9,15,1,10,2,0,hotdog,None,None,2,2,1.339745062,73.12871692,73.13440028,76.13440028,3
10,10,15,1,11,3,1,map,1,0.536404571,1,1,1.250255038,81.33004509,81.33482043,84.33482043,3
11,11,15,1,12,2,0,milk,None,None,2,2,0.911158932,87.72042955,87.72681598,90.72681598,3
12,12,15,1,13,3,1,quilt,0,1.182664304,,,,96.42604117,96.42726467,99.42726467,3
13,13,15,1,14,1,0,hamburger,None,None,1,1,1.494817702,105.3070893,105.3110564,108.3110564,3
14,14,15,1,15,2,1,flashlight,None,None,2,2,1.607117925,111.4180734,111.4197081,114.4197081,3
15,15,15,1,16,3,1,piano,1,1.063732136,1,1,1.625165535,118.7450001,118.7450812,121.7450812,3
16,16,15,1,17,2,1,tape,None,None,2,2,1.545564974,127.6670658,127.6705402,130.6705402,3
17,17,15,1,18,2,0,deodorant,None,None,2,2,1.094521922,134.7744439,134.779248,137.779248,3
18,18,15,1,19,3,0,ambulance,1,1.133704994,1,1,1.841848982,142.5220794,142.5296521,145.5296521,3
19,19,15,1,20,3,0,cylinder,0,1.221685748,1,1,1.750244414,149.1193326,149.1216477,152.1216477,3
20,20,15,1,21,1,1,cannon,None,None,1,1,1.851790156,158.3837612,158.3887994,161.3887994,3
21,21,15,1,22,2,1,curtain,None,None,2,2,1.694014688,165.7686458,165.772497,168.772497,3
22,22,15,1,23,1,0,bicycle,None,None,,,,175.7446639,175.7480175,178.7480175,3
23,23,15,1,24,3,0,broom,0,0.8813025,1,1,1.491837373,183.3160206,183.3234083,186.3234083,3
24,24,15,1,25,2,1,chopsticks,None,None,2,2,0.905109696,192.2756797,192.2822097,195.2822097,3
25,25,15,1,26,1,0,banner,None,None,1,1,1.694303198,200.8205303,200.8243126,203.8243126,3
26,26,15,1,27,1,1,avocado,None,None,2,2,1.2155312,207.7698333,207.7746602,210.7746602,3
27,27,15,1,28,2,0,envelope,None,None,2,2,1.375219998,214.5800924,214.5833529,217.5833529,3
28,28,15,1,29,3,0,cactus,0,0.811968299,1,1,1.58355842,221.5967927,221.6003808,224.6003808,3
29,29,15,1,30,3,1,suitcase,0,1.073731237,1,1,1.758532097,228.6059423,228.6090753,231.6090753,3
30,30,15,1,31,2,0,jacket,None,None,2,2,0.848133735,238.1741839,238.1762324,241.1762324,3
31,31,15,1,32,3,0,pacifier,1,0.762695881,1,1,1.325163154,244.2647773,244.2682194,247.2682194,3
32,32,15,1,33,2,0,doughnut,None,None,2,2,1.143082202,253.2609343,253.2686777,256.2686777,3
33,33,15,1,34,1,1,earphone,None,None,1,1,1.315388891,260.4258077,260.4273806,263.4273806,3
34,34,15,1,35,2,0,hose,None,None,2,2,1.600325527,268.9394416,268.944485,271.944485,3
35,35,15,1,36,3,0,crown,0,0.728796184,1,1,1.633494689,277.2794264,277.2866086,280.2866086,3
36,36,15,1,37,1,0,marble,None,None,2,2,1.525639618,283.7043121,283.711922,286.711922,3
37,37,15,1,38,2,1,barbell,None,None,2,2,1.29438911,290.4071938,290.4122588,293.4122588,3
38,38,15,1,39,3,1,iron,1,0.700523772,1,1,1.300168268,297.6163255,297.6209641,300.6209641,3
39,39,15,1,40,1,0,cushion,None,None,2,2,1.297105506,304.477276,304.4796736,307.4796736,3
40,40,15,1,41,1,1,submarine,None,None,1,1,1.080128429,311.3681384,311.3716726,314.3716726,3
41,41,15,1,42,2,1,sink,None,None,2,2,1.537486442,318.3735553,318.3803848,321.3803848,3
42,42,15,1,43,3,0,guitar,0,0.993579489,1,1,1.808508302,327.7909277,327.7975285,330.7975285,3
43,43,15,1,44,2,1,bleacher,None,None,1,1,1.738981522,336.1804519,336.1812822,339.1812822,3
44,44,15,1,45,1,0,eggs,None,None,2,2,0.698094017,345.3857479,345.3900848,348.3900848,3
45,45,15,1,46,3,1,tablet,1,1.081036361,1,1,1.991882812,351.62256,351.6237447,354.6237447,3
46,46,15,1,47,1,1,diode,None,None,1,1,1.636419467,360.6302462,360.6325426,363.6325426,3
47,47,15,1,48,3,0,jeans,0,0.579390431,1,1,1.241812733,366.990719,366.9912075,369.9912075,3
48,48,15,2,1,2,1,aircompressor,None,None,2,2,1.19986258,6,6.002352879,9.002352879,3
49,49,15,2,2,3,1,parcel,1,0.654902451,1,1,1.89192605,14.44888418,14.45281763,17.45281763,3
50,50,15,2,3,2,0,chocolate,None,None,2,2,1.292797058,23.97466167,23.97828368,26.97828368,3
51,51,15,2,4,3,1,comb,1,1.060922545,1,1,1.725200632,29.97993518,29.98695485,32.98695485,3
52,52,15,2,5,2,0,corn,None,None,2,2,1.003199208,38.66666136,38.67073652,41.67073652,3
53,53,15,2,6,1,0,bacon,None,None,2,2,0.814133604,46.83446426,46.83777912,49.83777912,3
54,54,15,2,7,2,0,feather,None,None,2,2,1.006826445,52.86021815,52.86308735,55.86308735,3
55,55,15,2,8,3,1,laptop,1,0.733586673,1,1,1.358567322,60.63511353,60.63853785,63.63853785,3
56,56,15,2,9,1,1,lipstick,None,None,2,2,1.31605935,69.50194238,69.50566409,72.50566409,3
57,57,15,2,10,1,0,medal,None,None,1,1,1.583543828,79.3302608,79.33115249,82.33115249,3
58,58,15,2,11,3,0,cereal,0,0.713388492,1,1,1.325235089,86.47347542,86.48153908,89.48153908,3
59,59,15,2,12,1,0,microscope,None,None,1,1,0.991237185,95.31024497,95.31532745,98.31532745,3
60,60,15,2,13,1,1,beaker,None,None,2,2,1.570578804,101.4976892,101.4989613,104.4989613,3
61,61,15,2,14,2,1,mouse,None,None,2,2,0.888435516,108.7082208,108.716019,111.716019,3
62,62,15,2,15,3,0,fork,1,0.364580796,1,1,1.250216382,116.579808,116.5830925,119.5830925,3
63,63,15,2,16,3,1,staples,0,0.68867209,1,1,1.666857129,125.3798826,125.383532,128.383532,3
64,64,15,2,17,2,1,freezer,None,None,1,1,1.13473948,131.9213336,131.9255506,134.9255506,3
65,65,15,2,18,1,0,cage,None,None,1,1,0.88472124,138.465583,138.4675549,141.4675549,3
66,66,15,2,19,2,1,whiteboard,None,None,2,2,0.908844197,146.1721946,146.1762583,149.1762583,3
67,67,15,2,20,2,1,kiwi,None,None,2,2,0.781822036,152.4906016,152.4932789,155.4932789,3
68,68,15,2,21,1,0,eyeliner,None,None,2,2,1.221765522,159.3098901,159.310272,162.310272,3
69,69,15,2,22,1,1,sweater,None,None,2,2,1.085680516,166.6738496,166.6773443,169.6773443,3
70,70,15,2,23,2,0,ashtray,None,None,1,1,1.513955608,172.7848427,172.7859487,175.7859487,3
71,71,15,2,24,2,1,bench,None,None,,,,180.7018755,180.7030404,183.7030404,3
72,72,15,2,25,3,0,clock,0,0.832896624,1,1,1.491881148,190.6821285,190.6868882,193.6868882,3
73,73,15,2,26,1,0,icecream,None,None,2,2,1.235642923,196.7060884,196.7121762,199.7121762,3
74,74,15,2,27,3,1,hook,1,1.133892803,1,1,1.758575616,206.3296452,206.3377217,209.3377217,3
75,75,15,2,28,2,0,beer,None,None,2,2,1.270833189,215.3967948,215.4048556,218.4048556,3
76,76,15,2,29,1,1,bamboo,None,None,2,2,1.60644721,221.5485018,221.5551421,224.5551421,3
77,77,15,2,30,1,1,dice,None,None,2,2,0.84207426,228.3486693,228.3555232,231.3555232,3
78,78,15,2,31,2,0,garlic,None,None,2,2,1.446584845,235.5807574,235.580896,238.580896,3
79,79,15,2,32,1,1,vent,None,None,1,1,1.062529328,242.2721585,242.272907,245.272907,3
80,80,15,2,33,3,1,wontons,1,0.414310272,1,1,1.550238475,249.5207641,249.5232901,252.5232901,3
81,81,15,2,34,1,0,cottage,None,None,1,1,1.313665767,258.1214802,258.1237246,261.1237246,3
82,82,15,2,35,3,1,oven,0,0.625730295,1,1,1.28347284,264.343963,264.3490455,267.3490455,3
83,83,15,2,36,1,1,spatula,None,None,2,2,1.734719153,273.5467569,273.5495204,276.5495204,3
84,84,15,2,37,1,0,dishwasher,None,None,1,1,0.805012648,279.7272777,279.7331404,282.7331404,3
85,85,15,2,38,3,0,cinnamon,0,0.755617057,1,1,1.691925743,285.8778543,285.883462,288.883462,3
86,86,15,2,39,3,0,bean,0,0.842331756,1,1,1.4918919,294.3778752,294.3838802,297.3838802,3
87,87,15,2,40,1,1,charger,None,None,2,2,1.737882778,304.2459363,304.2510758,307.2510758,3
88,88,15,2,41,3,0,clipper,1,1.164098995,,,,312.4359028,312.4431839,315.4431839,3
89,89,15,2,42,2,0,couch,None,None,1,1,1.460374182,320.510341,320.5186107,323.5186107,3
90,90,15,2,43,2,1,boombox,None,None,2,2,1.962338584,330.2747158,330.2774423,333.2774423,3
91,91,15,2,44,3,0,helmet,1,1.251194049,,,,336.4551644,336.4610651,339.4610651,3
92,92,15,2,45,2,0,helicopter,None,None,2,2,1.417761507,346.2152485,346.2199515,349.2199515,3
93,93,15,2,46,3,1,tractor,0,0.940600525,1,1,1.600166808,352.773226,352.7786036,355.7786036,3
94,94,15,2,47,3,0,jeep,1,0.483068579,1,1,1.150225061,360.2880641,360.2956543,363.2956543,3
95,95,15,2,48,2,1,binder,None,None,,,,366.9978625,367.0043184,370.0043184,3
0,0,16,1,1,1,1,aircompressor,None,None,,,,6,6.005998803,9.005998803,3
1,1,16,1,2,3,1,aquarium,0,0.531429981,1,1,1.416899561,13.26643588,13.27303145,16.27303145,3
2,2,16,1,3,2,0,cereal,None,None,2,2,1.87232786,20.0235009,20.03171407,23.03171407,3
3,3,16,1,4,1,0,garlic,None,None,2,2,1.369923398,27.42728376,27.43210866,30.43210866,3
4,4,16,1,5,2,1,hook,None,None,1,1,1.153941129,33.52536627,33.53240667,36.53240667,3
5,5,16,1,6,3,0,medal,1,1.050053282,1,1,1.900253157,39.98916756,39.99109075,42.99109075,3
6,6,16,1,7,3,1,bamboo,1,0.784866615,1,1,1.683554093,49.91635564,49.91660632,52.91660632,3
7,7,16,1,8,2,0,clock,None,None,1,1,1.692377324,58.57328985,58.5753867,61.5753867,3
8,8,16,1,9,1,1,abacus,None,None,1,1,1.548004892,65.42100125,65.42574353,68.42574353,3
9,9,16,1,10,3,0,bicycle,0,0.787703338,,,,71.83903278,71.84274267,74.84274267,3
10,10,16,1,11,2,1,quilt,None,None,1,1,1.062011188,81.49908958,81.50157452,84.50157452,3
11,11,16,1,12,3,0,marble,1,0.526208006,1,1,1.525181381,90.14323509,90.14368815,93.14368815,3
12,12,16,1,13,1,1,whiteboard,None,None,1,1,1.837729205,97.87904694,97.88577442,100.8857744,3
13,13,16,1,14,2,0,cylinder,None,None,2,2,1.264341078,105.0791629,105.0861303,108.0861303,3
14,14,16,1,15,1,1,binder,None,None,2,2,1.015561612,112.0866817,112.0948278,115.0948278,3
15,15,16,1,16,2,0,ambulance,None,None,1,1,1.289285276,121.7539566,121.7619934,124.7619934,3
16,16,16,1,17,3,0,eraser,1,1.119645951,1,1,1.841859734,128.7326171,128.7373518,131.7373518,3
17,17,16,1,18,3,1,charger,0,0.966711552,1,1,1.150217637,135.2770107,135.2793666,138.2793666,3
18,18,16,1,19,2,0,fork,None,None,2,2,1.658249193,145.0350816,145.0381995,148.0381995,3
19,19,16,1,20,1,0,hotdog,None,None,2,2,1.429861001,151.7539164,151.755219,154.755219,3
20,20,16,1,21,2,1,staples,None,None,1,1,1.648874287,158.6717018,158.6722333,161.6722333,3
21,21,16,1,22,1,0,deodorant,None,None,2,2,1.293630844,168.2400558,168.2477575,171.2477575,3
22,22,16,1,23,3,1,dice,0,0.68052228,2,2,1.808475278,175.9532093,175.9564611,178.9564611,3
23,23,16,1,24,3,1,cannon,0,0.870946459,,,,183.8050426,183.8068607,186.8068607,3
24,24,16,1,25,2,1,iron,None,None,1,1,1.663632833,189.9551863,189.9571623,192.9571623,3
25,25,16,1,26,1,0,doughnut,None,None,2,2,1.029240103,198.0052628,198.0076167,201.0076167,3
26,26,16,1,27,2,0,guitar,None,None,,,,206.416004,206.4164065,209.4164065,3
27,27,16,1,28,1,1,curtain,None,None,2,2,1.269087026,212.9192282,212.9250404,215.9250404,3
28,28,16,1,29,3,0,bacon,0,0.976734525,1,1,1.775218309,221.838055,221.8421703,224.8421703,3
29,29,16,1,30,3,0,cushion,1,0.920146037,1,1,1.575310929,228.5587084,228.5591887,231.5591887,3
30,30,16,1,31,2,1,tractor,None,None,1,1,1.738966674,235.6137543,235.6178811,238.6178811,3
31,31,16,1,32,2,0,cactus,None,None,2,2,1.501070968,244.6176299,244.6183463,247.6183463,3
32,32,16,1,33,1,1,mouse,None,None,2,2,1.471259477,252.5209416,252.5270888,255.5270888,3
33,33,16,1,34,3,0,eggs,0,1.28546952,,,,260.8360493,260.8441857,263.8441857,3
34,34,16,1,35,2,1,piano,None,None,1,1,1.789632794,269.1881087,269.1946215,272.1946215,3
35,35,16,1,36,2,1,parcel,None,None,,,,276.5146971,276.5199956,279.5199956,3
36,36,16,1,37,1,0,hose,None,None,2,2,1.692549867,284.1831903,284.1870588,287.1870588,3
37,37,16,1,38,1,0,couch,None,None,1,1,1.488533717,293.2610125,293.2625289,296.2625289,3
38,38,16,1,39,3,0,microscope,1,1.022601375,2,2,1.87526339,299.3350783,299.3378141,302.3378141,3
39,39,16,1,40,1,1,bench,None,None,2,2,1.610381389,308.1634902,308.1716339,311.1716339,3
40,40,16,1,41,2,1,lantern,None,None,1,1,1.926850335,315.9710698,315.9720355,318.9720355,3
41,41,16,1,42,1,0,helicopter,None,None,,,,324.2621649,324.2641335,327.2641335,3
42,42,16,1,43,3,1,diode,1,1.129758087,2,2,1.900266212,332.0046383,332.0062187,335.0062187,3
43,43,16,1,44,2,0,crown,None,None,2,2,1.787773224,339.0447193,339.0482308,342.0482308,3
44,44,16,1,45,3,1,earphone,0,0.613232647,2,2,1.716911414,347.5199507,347.5236679,350.5236679,3
45,45,16,1,46,1,0,corn,None,None,2,2,1.488897234,354.1350848,354.1406768,357.1406768,3
46,46,16,1,47,1,1,freezer,None,None,1,1,1.365836132,360.2006397,360.207647,363.207647,3
47,47,16,1,48,3,1,matchstick,0,0.766324882,1,1,1.675189355,366.9959792,366.9996744,369.9996744,3
48,48,16,2,1,2,0,jeans,None,None,2,2,1.148695728,6,6.000964345,9.000964345,3
49,49,16,2,2,3,1,lipstick,0,0.952499927,1,1,1.64191549,12.98945346,12.99299538,15.99299538,3
50,50,16,2,3,3,0,eyeliner,0,0.855783738,2,2,1.666911913,20.59940055,20.6017243,23.6017243,3
51,51,16,2,4,2,1,suitcase,None,None,1,1,1.40298632,29.70127536,29.70217437,32.70217437,3
52,52,16,2,5,1,1,tape,None,None,2,2,1.551667712,36.79969239,36.80251667,39.80251667,3
53,53,16,2,6,3,0,cage,1,0.561828704,1,1,1.166829865,42.92443119,42.92782518,45.92782518,3
54,54,16,2,7,3,0,dishwasher,0,0.313367619,1,1,1.125223774,52.59826325,52.60338266,55.60338266,3
55,55,16,2,8,1,0,feather,None,None,2,2,1.071810027,60.70385376,60.71213577,63.71213577,3
56,56,16,2,9,1,1,flashlight,None,None,2,2,1.088393584,69.31061435,69.31258238,72.31258238,3
57,57,16,2,10,2,0,pacifier,None,None,2,2,1.45581588,77.35576231,77.36299353,80.36299353,3
58,58,16,2,11,1,1,sink,None,None,1,1,1.938931397,86.61844955,86.62176665,89.62176665,3
59,59,16,2,12,3,0,icecream,1,1.273326792,,,,93.19688351,93.19712596,96.19712596,3
60,60,16,2,13,2,1,oven,None,None,1,1,1.181355966,101.837985,101.8392194,104.8392194,3
61,61,16,2,14,3,1,spatula,0,0.892982813,1,1,1.691916527,109.792701,109.7980144,112.7980144,3
62,62,16,2,15,2,1,laptop,None,None,,,,117.8582025,117.8650982,120.8650982,3
63,63,16,2,16,1,0,envelope,None,None,2,2,1.143650006,126.3160569,126.3238606,129.3238606,3
64,64,16,2,17,2,1,map,None,None,,,,133.7627097,133.7659199,136.7659199,3
65,65,16,2,18,1,1,barbell,None,None,,,,140.8794153,140.8829072,143.8829072,3
66,66,16,2,19,1,0,milk,None,None,2,2,0.898517745,150.5156327,150.5167849,153.5167849,3
67,67,16,2,20,3,0,alarm,1,1.040188855,2,2,1.933553645,158.9000057,158.9005227,161.9005227,3
68,68,16,2,21,3,1,avocado,1,0.758939443,1,1,1.225223032,165.9854819,165.9925858,168.9925858,3
69,69,16,2,22,1,1,bleacher,None,None,2,2,0.841554328,173.0542812,173.0596181,176.0596181,3
70,70,16,2,23,1,0,jacket,None,None,1,1,1.327329666,181.6733939,181.6766859,184.6766859,3
71,71,16,2,24,3,1,vent,0,0.724920618,1,1,1.62524771,190.3157778,190.3188461,193.3188461,3
72,72,16,2,25,2,0,clipper,None,None,,,,198.7645536,198.7692835,201.7692835,3
73,73,16,2,26,3,1,beaker,1,0.945051014,1,1,1.750222142,207.3325799,207.3363961,210.3363961,3
74,74,16,2,27,2,1,comb,None,None,1,1,1.332346717,214.9743346,214.978425,217.978425,3
75,75,16,2,28,3,0,hamburger,1,1.058986868,1,1,1.608543322,221.0614799,221.0620775,224.0620775,3
76,76,16,2,29,2,1,tablet,None,None,1,1,0.862918906,227.388751,227.3957357,230.3957357,3
77,77,16,2,30,1,0,ashtray,None,None,2,2,1.218918055,233.5081928,233.512691,236.512691,3
78,78,16,2,31,3,1,dart,0,1.266901451,,,,240.2156464,240.2214304,243.2214304,3
79,79,16,2,32,2,0,helmet,None,None,2,2,1.1271348,246.982291,246.9884478,249.9884478,3
80,80,16,2,33,2,1,wontons,None,None,2,2,1.131143218,253.5245607,253.5304537,256.5304537,3
81,81,16,2,34,1,1,chopsticks,None,None,2,2,1.49731778,260.7567683,260.7641605,263.7641605,3
82,82,16,2,35,3,0,cottage,0,0.37372196,1,1,1.500172415,269.4555365,269.4562306,272.4562306,3
83,83,16,2,36,1,0,beer,None,None,2,2,1.610258509,275.4908254,275.4982307,278.4982307,3
84,84,16,2,37,2,1,fondue,None,None,,,,281.7752593,281.7818899,284.7818899,3
85,85,16,2,38,3,0,banner,1,1.238007606,1,1,1.866893276,291.3746761,291.3824123,294.3824123,3
86,86,16,2,39,1,1,kiwi,None,None,2,2,1.072935139,301.111441,301.1162482,304.1162482,3
87,87,16,2,40,1,0,chocolate,None,None,2,2,0.858860056,308.1578669,308.1582793,311.1582793,3
88,88,16,2,41,2,0,jeep,None,None,2,2,1.559133385,314.2094922,314.2168711,317.2168711,3
89,89,16,2,42,1,1,boombox,None,None,1,1,1.366826333,320.9123276,320.9172729,323.9172729,3
90,90,16,2,43,1,0,doorknob,None,None,1,1,1.159231842,329.9647036,329.9677412,332.9677412,3
91,91,16,2,44,3,1,submarine,1,0.996857758,1,1,1.616852765,339.0252116,339.0265634,342.0265634,3
92,92,16,2,45,2,0,cinnamon,None,None,2,2,1.018360952,345.113413,345.1184877,348.1184877,3
93,93,16,2,46,2,0,bean,None,None,2,2,1.289490587,353.9478951,353.9523147,356.9523147,3
94,94,16,2,47,3,1,sweater,1,0.94406182,1,1,1.391834019,360.3358004,360.3359333,363.3359333,3
95,95,16,2,48,2,0,broom,None,None,1,1,1.328026749,366.9900147,366.9946553,369.9946553,3
0,0,18,1,1,2,1,violin,None,None,1,1,1.545169969,6,6.005831893,9.005831893,3
1,1,18,1,2,1,0,lipstick,None,None,2,2,1.610461772,14.07452872,14.08124663,17.08124663,3
2,2,18,1,3,3,0,oven,0,0.63232036,1,1,1.350251992,23.85802824,23.86508721,26.86508721,3
3,3,18,1,4,2,1,pancakes,None,None,1,1,1.010697393,31.3815909,31.38214168,34.38214168,3
4,4,18,1,5,3,0,quilt,0,0.692916369,1,1,1.400237157,38.11479416,38.115833,41.115833,3
5,5,18,1,6,3,1,surfboard,1,1.204109884,,,,45.92919497,45.93289291,48.93289291,3
6,6,18,1,7,1,1,straw,None,None,2,2,0.971889873,53.23862421,53.24164096,56.24164096,3
7,7,18,1,8,2,0,binder,None,None,1,1,1.284637631,60.5888999,60.59199125,63.59199125,3
8,8,18,1,9,2,1,train,None,None,1,1,0.972419533,69.28170736,69.28409773,72.28409773,3
9,9,18,1,10,1,1,seesaw,None,None,1,1,1.134149148,75.48566158,75.49275154,78.49275154,3
10,10,18,1,11,3,1,yoyo,0,0.438320036,1,1,1.158450536,85.09089472,85.09322248,88.09322248,3
11,11,18,1,12,1,0,aquarium,None,None,2,2,1.667189159,92.80890146,92.81034176,95.81034176,3
12,12,18,1,13,3,0,fondue,1,0.612630161,2,2,1.825209106,99.6070985,99.61068116,102.6106812,3
13,13,18,1,14,2,0,mouse,None,None,2,2,1.642486622,107.6214726,107.6277437,110.6277437,3
14,14,18,1,15,3,1,sled,0,0.689839909,2,2,1.625134303,113.9299207,113.9364024,116.9364024,3
15,15,18,1,16,1,1,tent,None,None,2,2,1.793581564,121.3577589,121.3617645,124.3617645,3
16,16,18,1,17,2,0,kiwi,None,None,1,1,1.228580191,128.0926676,128.0954712,131.0954712,3
17,17,18,1,18,3,1,tupperware,1,1.100987097,1,1,1.925252139,137.029335,137.0375902,140.0375902,3
18,18,18,1,19,1,1,lotion,None,None,2,2,1.632102827,145.4195471,145.4213573,148.4213573,3
19,19,18,1,20,3,0,iron,1,0.957596483,2,2,1.708568692,151.731302,151.7383507,154.7383507,3
20,20,18,1,21,1,0,earphone,None,None,,,,158.4386183,158.4387065,161.4387065,3
21,21,18,1,22,3,1,socket,1,1.20737797,1,1,1.891903267,164.6654581,164.6723483,167.6723483,3
22,22,18,1,23,2,1,penny,None,None,1,1,0.896473601,174.6503781,174.6561971,177.6561971,3
23,23,18,1,24,2,0,boombox,None,None,2,2,1.745685344,182.0861094,182.0899472,185.0899472,3
24,24,18,1,25,1,1,wand,None,None,1,1,1.200548399,188.6869632,188.6902543,191.6902543,3
25,25,18,1,26,1,0,dice,None,None,2,2,1.108645337,196.343534,196.3489825,199.3489825,3
26,26,18,1,27,3,1,television,1,1.02143899,2,2,1.791919369,203.7704238,203.7743633,206.7743633,3
27,27,18,1,28,1,1,windmill,None,None,1,1,1.037845479,213.5839233,213.5915369,216.5915369,3
28,28,18,1,29,1,0,submarine,None,None,1,1,1.263158366,220.9934603,221.0002483,224.0002483,3
29,29,18,1,30,2,0,bench,None,None,1,1,1.756905997,230.5375905,230.5424085,233.5424085,3
30,30,18,1,31,2,1,toothpaste,None,None,2,2,1.254741661,237.0873653,237.0927473,240.0927473,3
31,31,18,1,32,1,0,beaker,None,None,2,2,1.519036659,246.3253304,246.3265553,249.3265553,3
32,32,18,1,33,2,0,abacus,None,None,2,2,1.980958349,254.4328755,254.4353051,257.4353051,3
33,33,18,1,34,3,0,lantern,1,0.80038326,1,1,1.85857769,264.3312706,264.3358111,267.3358111,3
34,34,18,1,35,2,1,umbrella,None,None,2,2,1.354984373,272.680777,272.6862451,275.6862451,3
35,35,18,1,36,2,0,freezer,None,None,2,2,1.605056372,281.2419323,281.2450012,284.2450012,3
36,36,18,1,37,1,1,stockings,None,None,2,2,1.580357931,288.5393702,288.5453853,291.5453853,3
37,37,18,1,38,2,1,stamp,None,None,1,1,1.199067706,298.3208797,298.3208995,301.3208995,3
38,38,18,1,39,1,0,charger,None,None,2,2,1.660992725,305.1316811,305.1379492,308.1379492,3
39,39,18,1,40,3,1,tambourine,0,0.323181412,1,1,1.375094303,313.2965309,313.2966693,316.2966693,3
40,40,18,1,41,1,0,diode,None,None,,,,320.6102698,320.6137209,323.6137209,3
41,41,18,1,42,3,0,piano,0,0.799055379,2,2,1.533562247,327.0849594,327.0890684,330.0890684,3
42,42,18,1,43,1,1,wallet,None,None,2,2,1.458403253,333.6262244,333.6310507,336.6310507,3
43,43,18,1,44,3,1,perfume,1,0.781973477,2,2,1.600134809,339.6506168,339.6563604,342.6563604,3
44,44,18,1,45,3,0,comb,0,0.473714891,2,2,1.508545345,345.7734131,345.7816884,348.7816884,3
45,45,18,1,46,2,0,chopsticks,None,None,,,,351.8352083,351.8403179,354.8403179,3
46,46,18,1,47,3,0,staples,0,0.505902176,1,1,1.191885423,359.4662196,359.4740465,362.4740465,3
47,47,18,1,48,2,1,typewriter,None,None,1,1,0.89406517,366.9941859,366.9994348,369.9994348,3
48,48,18,2,1,2,1,pyramid,None,None,1,1,1.05582909,6,6.007561416,9.007561416,3
49,49,18,2,2,2,0,aircompressor,None,None,2,2,1.381393905,14.84355824,14.8497304,17.8497304,3
50,50,18,2,3,1,0,avocado,None,None,2,2,1.445286678,21.53686012,21.54174523,24.54174523,3
51,51,18,2,4,3,1,podium,0,0.91521125,1,1,1.58355842,30.14550952,30.15052688,33.15052688,3
52,52,18,2,5,1,0,sweater,None,None,2,2,1.520582887,36.83493526,36.84251099,39.84251099,3
53,53,18,2,6,3,0,map,0,0.892880324,,,,45.36749998,45.36797935,48.36797935,3
54,54,18,2,7,2,1,spinach,None,None,,,,52.67453112,52.6766383,55.6766383,3
55,55,18,2,8,3,1,spade,0,1.158950532,1,1,1.816920911,60.13437124,60.1353805,63.1353805,3
56,56,18,2,9,1,1,wineglass,None,None,1,1,1.099188768,70.00221464,70.00258302,73.00258302,3
57,57,18,2,10,1,0,bamboo,None,None,1,1,1.545295408,78.25965019,78.26134411,81.26134411,3
58,58,18,2,11,2,1,silk,None,None,1,1,0.92215789,86.12435449,86.12841684,89.12841684,3
59,59,18,2,12,2,0,whiteboard,None,None,2,2,1.285146299,92.74458066,92.74542704,95.74542704,3
60,60,18,2,13,3,1,sandals,0,0.718184571,2,2,1.816910159,98.89358179,98.89571738,101.8957174,3
61,61,18,2,14,1,0,vent,None,None,1,1,1.310669054,106.9561059,106.9627804,109.9627804,3
62,62,18,2,15,2,0,sink,None,None,2,2,1.249534403,112.9996594,113.0047774,116.0047774,3
63,63,18,2,16,1,1,swimsuit,None,None,1,1,1.131745838,121.734931,121.7385868,124.7385868,3
64,64,18,2,17,2,0,flashlight,None,None,1,1,1.086918779,130.3651701,130.372338,133.372338,3
65,65,18,2,18,2,0,tape,None,None,1,1,1.170566158,136.7194547,136.7227,139.7227,3
66,66,18,2,19,1,1,toaster,None,None,2,2,1.710388582,143.836552,143.8397257,146.8397257,3
67,67,18,2,20,3,0,hook,1,0.565058451,2,2,1.658461672,151.7303195,151.7317731,154.7317731,3
68,68,18,2,21,2,1,yarn,None,None,1,1,1.37209119,160.6457134,160.6489347,163.6489347,3
69,69,18,2,22,2,0,curtain,None,None,,,,167.6767846,167.6826251,170.6826251,3
70,70,18,2,23,1,1,sunscreen,None,None,1,1,1.042059464,174.1823265,174.182958,177.182958,3
71,71,18,2,24,3,1,thermometer,1,0.321059679,1,1,1.158562663,180.9927128,180.9999754,183.9999754,3
72,72,18,2,25,2,0,barbell,None,None,1,1,1.20555137,187.295986,187.3002991,190.3002991,3
73,73,18,2,26,3,0,tractor,1,0.740733797,1,1,1.650247973,196.1173872,196.117423,199.117423,3
74,74,18,2,27,3,1,sticker,0,0.377576276,1,1,1.858530074,202.9495438,202.9510785,205.9510785,3
75,75,18,2,28,1,0,spatula,None,None,1,1,1.82896511,209.6049353,209.609757,212.609757,3
76,76,18,2,29,2,0,bleacher,None,None,1,1,1.14058622,216.0772793,216.0850718,219.0850718,3
77,77,18,2,30,2,1,saxophone,None,None,1,1,1.13168491,225.2422644,225.2438981,228.2438981,3
78,78,18,2,31,3,0,laptop,1,0.436887987,1,1,1.616822301,233.9982421,234.0027087,237.0027087,3
79,79,18,2,32,3,1,whistle,1,0.658910116,2,2,1.541934409,243.7029029,243.7031633,246.7031633,3
80,80,18,2,33,1,0,dart,None,None,2,2,1.717911086,251.0030656,251.0035858,254.0035858,3
81,81,18,2,34,2,1,screwdriver,None,None,1,1,1.120751488,259.413445,259.4206929,262.4206929,3
